age,gender,country,state,is_self_employed,family_history,treatment,work_interfere,num_employees,remote_work,is_tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_conseq,physical_health_conseq,coworkers,supervisor,mental_health_interview,physical_health_interview,mental_vs_physical,observed_consequence,age_group,continent,country_grouped
37,Male,United States,IN,No,Yes,Yes,Rarely,100-500,No,No,Yes,Yes,Yes,Yes,Unknown,1,Unsure,Unsure,Unsure,Yes,Unsure,Unsure,Unknown,No,35-44,North America,United States
24,Male,United Kingdom,UNKNOWN,No,No,No,Never,6-25,No,Yes,No,No,No,No,Yes,4,Unsure,Unsure,No,Unsure,No,No,Unknown,No,18-24,Europe,United Kingdom
23,Male,United States,WV,No,No,No,Sometimes,6-25,No,No,No,No,No,No,No,1,Yes,Yes,No,No,No,No,No,No,18-24,North America,United States
30,Male,Ireland,UNKNOWN,No,No,Yes,Rarely,100-500,No,Yes,No,Yes,Yes,Yes,Unknown,1,Yes,No,Unsure,No,No,No,No,Yes,25-34,Europe,Ireland
29,Female,United States,MI,No,No,No,Unknown,100-500,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,4,Unsure,No,No,Unsure,No,Unsure,Unknown,No,25-34,North America,United States
19,Male,Canada,UNKNOWN,Yes,Yes,No,Unknown,1-5,Yes,Yes,Unknown,Unknown,No,Yes,Yes,1,Unsure,No,Unsure,Unsure,Unsure,Unsure,Unknown,No,18-24,North America,Canada
32,Male,United States,CA,No,Yes,No,Never,26-100,No,Yes,Unknown,Unknown,No,No,Unknown,0,No,No,Unsure,Unsure,No,Unsure,No,No,25-34,North America,United States
28,Male,Poland,UNKNOWN,No,No,No,Rarely,6-25,Yes,Yes,No,No,No,No,Unknown,4,No,No,Yes,Yes,Unsure,Yes,Yes,No,25-34,Europe,Other
36,Male,United States,IL,No,No,No,Never,6-25,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,4,No,No,Unsure,Unsure,Unsure,Unsure,Unknown,No,35-44,North America,United States
37,Male,United Kingdom,UNKNOWN,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,2,Yes,Unsure,Unsure,No,No,Yes,No,Yes,35-44,Europe,United Kingdom
25,Male,United States,IL,No,Yes,Yes,Sometimes,26-100,No,No,Unknown,No,No,Unknown,Unknown,2,Unsure,No,Unsure,Unsure,No,Unsure,No,No,25-34,North America,United States
27,Male,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Unknown,No,No,Unknown,Unknown,4,No,No,No,Unsure,No,Unsure,Unknown,No,25-34,North America,United States
26,Male,United States,OK,No,No,No,Often,26-100,No,No,Unknown,Unknown,No,No,Unknown,4,Yes,Unsure,Unsure,Yes,No,Unsure,No,No,25-34,North America,United States
27,Male,United States,UT,No,No,Yes,Rarely,26-100,Yes,Yes,No,Yes,No,No,Unknown,2,Unsure,No,Unsure,Yes,No,No,Unknown,Yes,25-34,North America,United States
25,Male,United States,IL,No,Yes,Yes,Sometimes,26-100,No,Yes,Unknown,Unknown,No,No,Unknown,0,Unsure,No,Unsure,No,No,No,Unknown,Yes,25-34,North America,United States
36,Male,United Kingdom,UNKNOWN,No,No,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,1,Unsure,Unsure,Unsure,Unsure,No,Unsure,Unknown,Yes,35-44,Europe,United Kingdom
25,Female,United States,NY,No,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,No,No,No,Unknown,4,Yes,Yes,Unsure,Unsure,No,No,Unknown,No,25-34,North America,United States
31,Male,United States,CA,No,No,No,Never,More than 1000,No,Yes,Yes,No,No,Yes,Unknown,4,No,No,Unsure,Unsure,No,No,Unknown,No,25-34,North America,United States
26,Male,United States,MA,No,Yes,No,Rarely,6-25,No,Yes,Unknown,No,No,No,Unknown,4,Unsure,No,Unsure,Yes,No,No,Unknown,No,25-34,North America,United States
33,Female,United States,WA,Yes,Yes,Yes,Sometimes,1-5,No,Yes,No,Yes,Yes,Yes,Yes,3,No,No,Unsure,Yes,No,Yes,Yes,No,25-34,North America,United States
27,Female,United Kingdom,UNKNOWN,Yes,Yes,No,Unknown,1-5,Yes,Yes,No,Yes,No,No,Yes,1,No,No,Yes,Yes,No,Unsure,Yes,No,25-34,Europe,United Kingdom
34,Male,United States,MN,No,No,No,Never,26-100,No,Yes,No,No,No,No,Unknown,0,Unsure,No,Unsure,Unsure,No,Unsure,Unknown,No,25-34,North America,United States
42,Male,United States,CA,No,No,No,Unknown,6-25,No,Yes,No,Yes,No,No,Unknown,3,Unsure,No,Yes,Yes,No,Unsure,No,No,35-44,North America,United States
23,Male,Ireland,UNKNOWN,Yes,Yes,No,Sometimes,1-5,No,Yes,No,No,No,No,Unknown,3,Yes,No,No,No,No,Unsure,No,No,18-24,Europe,Ireland
24,Male,United Kingdom,UNKNOWN,No,No,No,Rarely,100-500,No,Yes,Unknown,Unknown,Yes,Unknown,Unknown,0,Unsure,Unsure,Unsure,Unsure,No,Unsure,Unknown,No,18-24,Europe,United Kingdom
26,Male,United Kingdom,UNKNOWN,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Unknown,Unknown,Yes,1,No,No,Yes,Yes,No,No,Unknown,No,25-34,Europe,United Kingdom
31,Male,United Kingdom,UNKNOWN,Yes,No,Yes,Often,6-25,No,Yes,Unknown,No,No,No,Unknown,4,Unsure,No,Unsure,Yes,No,Unsure,Unknown,No,25-34,Europe,United Kingdom
22,Male,India,UNKNOWN,No,No,Yes,Never,More than 1000,No,Yes,Unknown,Unknown,No,No,Unknown,3,Yes,Unsure,No,No,Unsure,Unsure,No,No,18-24,Asia,India
23,Female,United States,NC,No,No,No,Unknown,6-25,No,Yes,Unknown,No,No,Unknown,Unknown,4,Unsure,Unsure,Unsure,Yes,No,Unsure,Yes,No,18-24,North America,United States
34,Female,Canada,UNKNOWN,No,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,No,Unknown,1,No,No,Unsure,Yes,No,No,No,No,25-34,North America,Canada
31,Male,United States,MO,No,No,No,Never,26-100,No,Yes,Unknown,Unknown,No,Unknown,Unknown,4,Unsure,No,No,Unsure,No,Unsure,Unknown,No,25-34,North America,United States
28,Male,United Kingdom,UNKNOWN,No,No,No,Unknown,100-500,No,No,No,Unknown,No,Yes,Yes,1,No,No,Unsure,Unsure,Unsure,Unsure,Yes,No,25-34,Europe,United Kingdom
32,Female,United States,MA,No,No,Yes,Often,6-25,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,0,No,No,Yes,Yes,No,No,Yes,Yes,25-34,North America,United States
45,Female,United States,CA,No,No,Yes,Sometimes,1-5,No,Yes,Yes,No,No,No,Yes,2,No,No,Yes,Yes,No,No,Yes,No,45-54,North America,United States
33,Male,United States,TX,No,No,No,Unknown,6-25,Yes,Yes,Unknown,No,No,No,Unknown,0,No,No,Yes,Yes,No,Unsure,Unknown,No,25-34,North America,United States
29,Male,Mexico,UNKNOWN,No,No,No,Never,6-25,Yes,Yes,No,No,No,No,No,4,Unsure,Unsure,No,Yes,Unsure,Yes,No,No,25-34,North America,Other
26,Female,India,UNKNOWN,Yes,No,No,Sometimes,6-25,No,No,No,No,No,No,Unknown,1,Unsure,Unsure,Unsure,Unsure,No,No,Unknown,No,25-34,Asia,India
28,Female,United Kingdom,UNKNOWN,No,No,No,Never,26-100,No,Yes,Unknown,No,No,Unknown,Yes,1,No,No,Yes,Yes,Unsure,Unsure,Unknown,No,25-34,Europe,United Kingdom
45,Male,United States,CA,No,No,Yes,Sometimes,More than 1000,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,4,Yes,Yes,Unsure,Unsure,No,No,Unknown,No,45-54,North America,United States
43,Male,United States,WA,No,Yes,Yes,Often,More than 1000,Yes,Yes,Yes,Unknown,No,Unknown,Unknown,3,Yes,Unsure,No,No,No,No,No,No,35-44,North America,United States
37,Male,United States,MA,No,No,No,Unknown,500-1000,Yes,Yes,Yes,No,No,No,Unknown,4,Yes,No,Unsure,No,Unsure,Yes,No,No,35-44,North America,United States
24,Male,United Kingdom,UNKNOWN,No,No,No,Sometimes,6-25,No,Yes,Unknown,No,No,Unknown,Unknown,1,Unsure,No,Unsure,Yes,Unsure,Yes,Yes,No,18-24,Europe,United Kingdom
26,Male,France,UNKNOWN,No,No,No,Unknown,6-25,Yes,Yes,No,Yes,No,No,Unknown,1,No,No,Unsure,No,No,Unsure,Yes,No,25-34,Europe,France
23,Male,United Kingdom,UNKNOWN,No,Yes,No,Unknown,1-5,Yes,Yes,Unknown,No,No,No,Unknown,4,No,No,Unsure,Yes,Unsure,Yes,Unknown,No,18-24,Europe,United Kingdom
35,Female,United States,CA,No,Yes,Yes,Never,More than 1000,No,Yes,Yes,Unknown,Unknown,No,Yes,1,Unsure,No,No,No,No,No,Unknown,No,35-44,North America,United States
38,Female,South Africa,UNKNOWN,Yes,Yes,Yes,Often,1-5,Yes,Yes,No,Yes,No,No,Yes,1,Unsure,Unsure,Unsure,Unsure,No,Unsure,Unknown,Yes,35-44,Africa,Other
28,Male,United States,MI,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,No,No,No,Unknown,1,Unsure,Unsure,Unsure,No,No,Unsure,No,No,25-34,North America,United States
28,Male,Russia,UNKNOWN,No,No,No,Sometimes,26-100,No,Yes,No,No,No,No,Unknown,4,Yes,Unsure,No,No,No,Unsure,Unknown,No,25-34,Europe,Other
35,Male,United States,CA,No,No,Yes,Rarely,6-25,No,Yes,No,No,No,No,Yes,4,No,No,Unsure,Yes,No,No,Unknown,No,35-44,North America,United States
32,Female,Germany,UNKNOWN,No,No,No,Sometimes,100-500,No,Yes,No,No,No,No,Unknown,3,Yes,Yes,Unsure,No,No,No,No,Yes,25-34,Europe,Germany
31,Male,Italy,UNKNOWN,Yes,Yes,No,Never,6-25,No,Yes,No,No,No,No,Unknown,1,Unsure,Unsure,Unsure,Unsure,No,Unsure,Unknown,No,25-34,Europe,Other
35,Female,United States,NY,No,No,No,Never,500-1000,Yes,Yes,Unknown,Unknown,No,No,Unknown,4,Unsure,Unsure,Unsure,No,No,No,Unknown,No,35-44,North America,United States
26,Male,United States,CA,No,No,No,Rarely,More than 1000,No,Yes,Yes,No,No,No,Yes,1,No,No,Unsure,Yes,No,Unsure,No,No,25-34,North America,United States
27,Male,United States,TN,No,Yes,No,Unknown,6-25,Yes,Yes,Yes,Yes,No,No,Unknown,1,Unsure,Unsure,Unsure,Unsure,No,Unsure,Yes,No,25-34,North America,United States
28,Male,United Kingdom,UNKNOWN,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Unknown,No,No,No,Unknown,4,Unsure,Unsure,Unsure,No,No,Unsure,Unknown,No,25-34,Europe,United Kingdom
27,Female,United States,OR,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,No,No,No,Unknown,0,No,No,Unsure,Unsure,No,No,Yes,No,25-34,North America,United States
34,Female,United States,MN,No,No,Yes,Sometimes,500-1000,No,No,Yes,Yes,Yes,Yes,Yes,1,Unsure,No,Unsure,Yes,No,No,Yes,No,25-34,North America,United States
41,Male,United States,FL,No,No,Yes,Often,6-25,Yes,Yes,No,Unknown,No,No,Unknown,3,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unknown,No,35-44,North America,United States
37,Male,Ireland,UNKNOWN,No,No,No,Sometimes,1-5,No,Yes,No,Yes,No,No,Unknown,3,Yes,No,No,No,No,Yes,Unknown,No,35-44,Europe,Ireland
34,Male,Austria,UNKNOWN,No,Yes,No,Unknown,100-500,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,0,No,No,Yes,Yes,No,No,Yes,No,25-34,Europe,Other
32,Male,United Kingdom,UNKNOWN,No,Yes,Yes,Sometimes,100-500,Yes,Yes,Unknown,Unknown,No,No,Unknown,2,Yes,Unsure,No,No,No,No,No,Yes,25-34,Europe,United Kingdom
21,Male,Canada,UNKNOWN,No,No,Yes,Sometimes,6-25,Yes,Yes,No,Yes,No,No,Unknown,2,No,No,Unsure,Unsure,Unsure,Unsure,Yes,No,18-24,North America,Canada
30,Male,United States,MA,No,No,Yes,Often,26-100,No,Yes,No,Yes,No,No,Yes,1,Unsure,No,Yes,Yes,No,Unsure,Unknown,No,25-34,North America,United States
24,Male,United States,KS,No,No,No,Never,26-100,No,Yes,Unknown,Unknown,No,Unknown,Unknown,4,No,No,Unsure,Yes,No,No,Unknown,No,18-24,North America,United States
26,Male,Bulgaria,UNKNOWN,No,No,No,Unknown,100-500,No,Yes,No,No,No,No,No,0,Yes,Unsure,No,No,No,Unsure,Unknown,No,25-34,Europe,Other
40,Female,United States,DC,No,No,No,Unknown,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,1,No,No,Unsure,Yes,No,No,Yes,No,35-44,North America,United States
37,Male,United Kingdom,UNKNOWN,No,Yes,No,Sometimes,26-100,No,No,No,No,No,No,Unknown,4,Yes,Unsure,Unsure,Yes,No,Unsure,Unknown,No,35-44,Europe,United Kingdom
26,Male,United Kingdom,UNKNOWN,Yes,No,Yes,Often,1-5,Yes,Yes,No,No,No,No,Unknown,4,Yes,No,No,No,No,Unsure,Unknown,No,25-34,Europe,United Kingdom
32,Female,United States,TX,No,Yes,Yes,Sometimes,6-25,No,Yes,Unknown,No,No,No,No,4,Yes,Unsure,Unsure,Unsure,No,Unsure,No,Yes,25-34,North America,United States
32,Female,United States,MA,No,No,Yes,Sometimes,100-500,No,No,Yes,Yes,Unknown,Unknown,Yes,0,No,No,Yes,Yes,No,Yes,Yes,No,25-34,North America,United States
27,Female,United States,MI,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,No,Unknown,Unknown,Unknown,3,No,No,Unsure,No,No,No,Unknown,No,25-34,North America,United States
30,Male,Germany,UNKNOWN,Yes,No,Yes,Often,6-25,Yes,Yes,Yes,Yes,No,No,Yes,3,No,No,Unsure,Yes,Unsure,Yes,Yes,No,25-34,Europe,Germany
31,Male,Canada,UNKNOWN,Yes,No,No,Unknown,6-25,No,Yes,Yes,Yes,No,Unknown,Yes,0,No,No,Unsure,Unsure,No,No,Yes,No,25-34,North America,Canada
29,Female,United States,NY,No,No,Yes,Never,500-1000,No,No,Yes,No,No,Unknown,Unknown,2,Unsure,No,Unsure,No,No,No,Unknown,No,25-34,North America,United States
41,Male,United States,VA,No,No,No,Unknown,26-100,No,Yes,Yes,Unknown,No,No,Unknown,0,Yes,No,No,Unsure,No,No,Unknown,No,35-44,North America,United States
34,Female,United States,WA,No,No,No,Unknown,6-25,No,Yes,Yes,No,No,No,Unknown,1,No,No,Yes,Yes,Unsure,Unsure,Yes,No,25-34,North America,United States
33,Male,United Kingdom,UNKNOWN,No,No,No,Unknown,26-100,No,Yes,Unknown,No,No,No,Unknown,4,No,No,Yes,Yes,Yes,Yes,Unknown,No,25-34,Europe,United Kingdom
28,Male,United States,PA,No,No,No,Rarely,6-25,No,Yes,Unknown,No,No,No,Unknown,4,No,No,Unsure,Unsure,No,Unsure,Unknown,No,25-34,North America,United States
28,Male,United States,MI,No,No,Yes,Sometimes,More than 1000,No,Yes,No,Yes,No,No,Yes,3,Yes,No,No,Unsure,No,No,No,No,25-34,North America,United States
23,Male,United States,PA,No,No,No,Never,26-100,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,4,No,No,No,Yes,No,Yes,Yes,No,18-24,North America,United States
24,Male,United States,OR,No,No,No,Unknown,1-5,No,Yes,Unknown,No,Unknown,No,Yes,0,No,No,Yes,Yes,Unsure,Yes,Yes,No,18-24,North America,United States
32,Male,United States,WA,No,No,No,Rarely,1-5,Yes,Yes,No,Yes,No,No,Unknown,3,No,No,Unsure,Yes,No,Unsure,Yes,No,25-34,North America,United States
34,Male,Australia,UNKNOWN,Yes,No,No,Sometimes,1-5,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,2,Yes,Yes,No,No,No,Unsure,Yes,No,25-34,Oceania,Australia
24,Male,United States,PA,No,No,No,Never,6-25,No,Yes,Yes,Unknown,No,Unknown,Unknown,0,Unsure,No,Unsure,No,Unsure,Unsure,Yes,No,18-24,North America,United States
26,Male,United Kingdom,UNKNOWN,Yes,No,Yes,Sometimes,1-5,No,Yes,No,Yes,No,No,Unknown,4,Unsure,No,Unsure,Unsure,No,Unsure,Yes,No,25-34,Europe,United Kingdom
36,Male,United States,OH,No,No,Yes,Sometimes,26-100,No,Yes,Yes,No,No,Yes,Unknown,4,Unsure,No,Unsure,Unsure,No,Unsure,Unknown,Yes,35-44,North America,United States
41,Male,United States,TX,No,No,Yes,Rarely,500-1000,Yes,Yes,Yes,Yes,No,Unknown,Unknown,4,Unsure,Unsure,Unsure,No,Unsure,Unsure,No,No,35-44,North America,United States
38,Male,United Kingdom,UNKNOWN,No,No,Yes,Sometimes,More than 1000,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,3,Yes,No,No,No,No,Unsure,No,No,35-44,Europe,United Kingdom
38,Male,United States,NH,No,No,No,Sometimes,26-100,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,4,Unsure,Unsure,Unsure,Yes,No,Unsure,No,No,35-44,North America,United States
30,Male,Netherlands,UNKNOWN,No,No,No,Unknown,26-100,No,Yes,Unknown,No,Unknown,Unknown,Yes,1,No,No,Unsure,Unsure,No,No,Yes,No,25-34,Europe,Netherlands
25,Male,United Kingdom,UNKNOWN,No,No,No,Never,26-100,No,Yes,No,No,No,No,Unknown,2,Yes,Unsure,No,No,No,Unsure,No,No,25-34,Europe,United Kingdom
37,Male,Canada,UNKNOWN,No,Yes,Yes,Often,26-100,No,Yes,Yes,Yes,No,Unknown,Unknown,4,Unsure,No,Unsure,Unsure,No,Yes,Unknown,No,35-44,North America,Canada
34,Male,United Kingdom,UNKNOWN,No,Yes,No,Unknown,6-25,No,Yes,No,No,No,No,Yes,2,No,No,Unsure,Yes,No,Yes,No,Yes,25-34,Europe,United Kingdom
37,Female,United States,NC,No,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,1,No,No,Unsure,Unsure,No,Unsure,Yes,No,35-44,North America,United States
28,Female,Canada,UNKNOWN,No,Yes,Yes,Sometimes,6-25,No,No,Yes,Yes,Yes,Yes,Yes,4,No,No,Unsure,Yes,No,No,No,Yes,25-34,North America,Canada
22,Male,Sweden,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,Unknown,No,No,No,Unknown,4,No,No,Unsure,Yes,Unsure,Unsure,No,No,18-24,Europe,Other
34,Male,United States,FL,No,Yes,Yes,Sometimes,1-5,No,Yes,No,No,No,No,Unknown,2,Unsure,No,Unsure,Unsure,No,Unsure,No,Yes,25-34,North America,United States
33,Male,United States,CA,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,1,No,No,Unsure,Yes,No,No,Unknown,No,25-34,North America,United States
25,Male,South Africa,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,No,No,No,No,Yes,2,Unsure,No,Unsure,Yes,No,Yes,No,No,25-34,Africa,Other
27,Male,United States,GA,No,No,No,Never,More than 1000,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,1,No,No,Unsure,Yes,Unsure,Unsure,Yes,No,25-34,North America,United States
40,Male,United States,OH,No,No,Yes,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,Yes,Unsure,No,No,No,Unsure,No,Yes,35-44,North America,United States
21,Male,United States,KY,No,No,Yes,Often,6-25,No,No,Unknown,No,No,Unknown,Unknown,4,Unsure,No,No,No,No,Unsure,Unknown,No,18-24,North America,United States
29,Male,United Kingdom,UNKNOWN,No,No,No,Unknown,6-25,No,No,No,No,No,No,Yes,0,No,No,Yes,Yes,Unsure,Yes,Yes,No,25-34,Europe,United Kingdom
32,Male,United States,NC,No,Yes,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Unknown,4,Unsure,No,Yes,Yes,No,Yes,Unknown,No,25-34,North America,United States
29,Female,United States,NY,No,Yes,Yes,Rarely,500-1000,Yes,No,Yes,Yes,Yes,Unknown,Yes,4,Unsure,No,Unsure,No,Unsure,Yes,Unknown,No,25-34,North America,United States
23,Male,United States,AL,No,Yes,Yes,Sometimes,26-100,Yes,No,Unknown,No,No,Unknown,Yes,1,Unsure,No,Unsure,Unsure,No,Yes,Yes,No,18-24,North America,United States
28,Male,United States,GA,No,Yes,No,Unknown,100-500,No,Yes,Yes,No,No,Unknown,Yes,1,No,No,Unsure,Yes,No,Unsure,Yes,Yes,25-34,North America,United States
31,Male,United States,CA,No,Yes,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,0,No,No,Unsure,Yes,No,Unsure,Yes,No,25-34,North America,United States
27,Male,United Kingdom,UNKNOWN,No,No,No,Unknown,100-500,No,No,Unknown,Unknown,Unknown,Unknown,No,0,Unsure,Unsure,Yes,Yes,No,No,Unknown,No,25-34,Europe,United Kingdom
24,Male,United States,VA,No,No,No,Sometimes,6-25,No,Yes,Unknown,No,Unknown,Unknown,Unknown,4,No,No,Yes,Yes,Unsure,Unsure,Unknown,No,18-24,North America,United States
29,Male,Canada,UNKNOWN,No,No,No,Often,6-25,No,Yes,No,No,No,No,Unknown,2,Yes,No,No,No,No,Unsure,Unknown,No,25-34,North America,Canada
23,Female,United Kingdom,UNKNOWN,No,No,Yes,Sometimes,6-25,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unsure,Unsure,Unsure,Unsure,No,Unsure,Yes,No,18-24,Europe,United Kingdom
42,Male,United States,WA,No,No,No,Never,6-25,Yes,Yes,No,Yes,No,Yes,Unknown,1,No,No,Unsure,Yes,No,No,Yes,No,35-44,North America,United States
24,Male,United Kingdom,UNKNOWN,No,No,No,Unknown,1-5,No,Yes,No,No,No,No,Unknown,4,Yes,No,Unsure,Unsure,No,Yes,No,No,18-24,Europe,United Kingdom
25,Male,Australia,UNKNOWN,No,Yes,Yes,Often,6-25,No,Yes,No,Yes,No,No,No,3,Yes,Unsure,No,No,No,Yes,No,Yes,25-34,Oceania,Australia
27,Female,United States,TX,No,No,Yes,Rarely,6-25,No,Yes,Yes,No,No,No,Yes,4,Unsure,Unsure,Yes,No,No,Unsure,Unknown,No,25-34,North America,United States
27,Male,Canada,UNKNOWN,No,No,No,Sometimes,6-25,Yes,Yes,No,Yes,No,No,No,3,Yes,Yes,Unsure,Unsure,No,Unsure,No,No,25-34,North America,Canada
30,Male,United States,FL,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,No,Yes,Yes,4,No,No,Yes,Yes,Unsure,No,Yes,No,25-34,North America,United States
29,Male,Poland,UNKNOWN,No,Yes,Yes,Rarely,6-25,No,Yes,No,Yes,No,No,Yes,3,Unsure,No,Unsure,Unsure,No,Yes,No,No,25-34,Europe,Other
43,Male,Canada,UNKNOWN,Yes,No,No,Unknown,6-25,Yes,Yes,No,Unknown,No,No,Unknown,1,Unsure,No,Yes,Yes,Yes,Yes,Unknown,No,35-44,North America,Canada
32,Male,United States,NV,No,No,No,Unknown,6-25,No,Yes,No,Yes,No,Unknown,Unknown,0,No,No,Unsure,Yes,No,Unsure,Unknown,No,25-34,North America,United States
41,Male,United States,AL,No,No,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,Unknown,No,Unknown,0,No,No,Yes,Yes,Yes,Yes,Yes,No,35-44,North America,United States
32,Male,United Kingdom,UNKNOWN,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unsure,Unsure,Yes,Unsure,Unsure,Unsure,Unknown,Yes,25-34,Europe,United Kingdom
37,Female,United States,CA,No,Yes,Yes,Often,26-100,No,Yes,Yes,Yes,No,No,Yes,4,Unsure,No,Unsure,Unsure,No,Yes,Unknown,No,35-44,North America,United States
32,Male,United States,CO,No,No,No,Never,6-25,Yes,Yes,No,No,No,No,Unknown,0,No,No,Yes,Yes,No,No,Unknown,No,25-34,North America,United States
30,Male,Ireland,UNKNOWN,Yes,No,No,Sometimes,1-5,Yes,Yes,No,No,No,No,Unknown,2,No,No,Unsure,Unsure,No,Unsure,No,No,25-34,Europe,Ireland
23,Female,United States,MN,No,Yes,Yes,Never,100-500,No,No,Yes,No,Unknown,Unknown,Yes,4,No,No,Unsure,Yes,Unsure,Unsure,Yes,No,18-24,North America,United States
30,Male,United States,NJ,No,No,No,Unknown,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,Unsure,Yes,No,No,Yes,No,25-34,North America,United States
34,Male,United Kingdom,UNKNOWN,No,No,No,Sometimes,26-100,No,Yes,No,Yes,No,No,Unknown,1,Unsure,Unsure,Yes,Unsure,No,No,Unknown,No,25-34,Europe,United Kingdom
38,Male,United States,PA,No,No,Yes,Rarely,26-100,Yes,Yes,Yes,No,No,No,Unknown,4,Yes,No,No,No,No,Unsure,No,No,35-44,North America,United States
33,Male,Canada,UNKNOWN,No,No,No,Unknown,100-500,No,Yes,Yes,No,Yes,Yes,Yes,4,No,No,Unsure,Yes,No,No,Unknown,No,25-34,North America,Canada
34,Male,United States,MO,No,No,No,Unknown,26-100,No,No,Yes,No,No,No,Unknown,4,Unsure,No,Unsure,No,No,No,Unknown,No,25-34,North America,United States
28,Male,Colombia,UNKNOWN,No,No,No,Sometimes,6-25,No,Yes,No,Yes,No,No,Unknown,1,Unsure,Unsure,No,Unsure,No,No,Unknown,No,25-34,South America,Other
28,Male,United States,MN,No,No,Yes,Rarely,100-500,No,No,Yes,Yes,Yes,Unknown,Unknown,0,Unsure,No,Unsure,Unsure,No,No,Yes,No,25-34,North America,United States
23,Male,United States,PA,No,Yes,No,Sometimes,100-500,No,Yes,Unknown,No,No,Unknown,Unknown,4,Unsure,No,Unsure,No,No,Unsure,No,No,18-24,North America,United States
22,Male,Australia,UNKNOWN,Yes,Yes,Yes,Sometimes,6-25,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,1,Unsure,No,Unsure,Yes,No,Yes,No,Yes,18-24,Oceania,Australia
27,Male,Portugal,UNKNOWN,No,No,No,Never,6-25,No,Yes,No,No,No,No,Yes,4,Yes,No,No,No,No,Unsure,Unknown,No,25-34,Europe,Other
18,Male,United States,TX,No,No,Yes,Sometimes,6-25,No,Yes,Unknown,No,No,Unknown,Unknown,4,Yes,No,No,No,No,Unsure,Unknown,No,18-24,North America,United States
35,Male,United States,NY,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,2,Yes,No,No,Unsure,No,Unsure,Unknown,No,35-44,North America,United States
25,Male,Canada,UNKNOWN,No,No,No,Unknown,100-500,No,No,Unknown,Unknown,No,No,Unknown,4,No,No,Unsure,Unsure,No,Yes,No,No,25-34,North America,Canada
27,Male,United Kingdom,UNKNOWN,No,Yes,Yes,Sometimes,6-25,No,Yes,No,No,No,No,Yes,1,Unsure,Unsure,Yes,Yes,Yes,Yes,Yes,No,25-34,Europe,United Kingdom
26,Female,United States,WA,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,4,Unsure,No,Unsure,Unsure,No,No,Unknown,No,25-34,North America,United States
18,Male,United States,WA,No,No,No,Never,26-100,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0,No,No,Unsure,Unsure,No,Unsure,Yes,No,18-24,North America,United States
38,Female,United States,TX,No,No,Yes,Sometimes,1-5,No,Yes,No,Yes,No,No,Unknown,4,No,Unsure,Unsure,No,No,No,Unknown,Yes,35-44,North America,United States
26,Female,United States,TX,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,1,Unsure,No,Unsure,No,No,No,Unknown,No,25-34,North America,United States
